tool	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5
run set	Automizer NestedInterpolants	Automizer NestedInterpolants	Automizer NestedInterpolants	Automizer NestedInterpolants	Automizer PDR z3	Automizer PDR z3	Automizer PDR z3	Automizer PDR z3	Automizer PDR smtinterpol	Automizer PDR smtinterpol	Automizer PDR smtinterpol	Automizer PDR smtinterpol
../../../trunk/examples/programs/	status	cputime (s)	walltime (s)	memUsage	status	cputime (s)	walltime (s)	memUsage	status	cputime (s)	walltime (s)	memUsage
20170304-DifficultPathPrograms/jm2006.c.i_3.bpl	TRUE	7.47566293	3.942196394025814	212504576	TIMEOUT (ERROR (143))	303.216938418	289.03289481200045	2070388736	TIMEOUT (ERROR (143))	301.76970434	272.24577426101314	2805411840
20170304-DifficultPathPrograms/jm2006_variant.c.i_3.bpl	TRUE	7.499427427	3.950255182979163	214601728	TIMEOUT (ERROR (143))	303.451235551	288.8367678769864	2039672832	TIMEOUT (ERROR (143))	305.418646522	270.5034191260347	2807083008
20170304-DifficultPathPrograms/large_const.i_3.bpl	TRUE	6.274118453	3.360359509999398	209776640	TIMEOUT (ERROR (143))	300.23474149	285.07081512897275	2103324672	TIMEOUT (ERROR (143))	301.794394111	265.1968278270215	2812579840
20170304-DifficultPathPrograms/linear_sea.ch.i_4.bpl	TIMEOUT (ERROR (143))	301.034443408	249.74864390899893	2833133568	ERROR: EXCEPTION	62.528422442	56.44116132496856	688050176	ERROR: EXCEPTION	6.063019921	3.22894018801162	197500928
20170304-DifficultPathPrograms/linear_search.i_5.bpl	TRUE	41.797491699	21.15533920697635	1111879680	ERROR: EXCEPTION	32.710136912	27.8641945340205	463249408	ERROR: EXCEPTION	6.13318136	3.2943333460134454	197906432
20170304-DifficultPathPrograms/matrix.i_4.bpl	TRUE	7.50600623	3.992037362011615	224555008	TIMEOUT (ERROR (143))	300.272809742	280.8758403630345	1201127424	TIMEOUT (ERROR (143))	300.382085319	264.9373568769661	1846423552
20170304-DifficultPathPrograms/mcmillan2006.c.i_3.bpl	TRUE	6.378829789	3.4054286120226607	212094976	TIMEOUT (ERROR (143))	300.681362474	276.32091707899235	1220714496	TIMEOUT (ERROR (143))	300.627487542	258.43166940601077	1724493824
20170304-DifficultPathPrograms/n.c11.i_3.bpl	TRUE	7.143849983	3.761004861968104	211824640	TRUE	8.652187372	4.794374679040629	244137984	ERROR: EXCEPTION	6.454117633	3.448887574020773	201670656
20170304-DifficultPathPrograms/nested.c_4.bpl	TIMEOUT (ERROR (143))	300.620438689	254.11488535697572	2888589312	TRUE	8.019888537	4.535207036999054	233529344	TRUE	7.648761396	4.039313281013165	214261760
20170304-DifficultPathPrograms/nested.i_4.bpl	TRUE	144.304611099	116.62322315899655	3052695552	TIMEOUT (ERROR (143))	301.02012093	268.1869813069934	1229529088	TIMEOUT (ERROR (143))	300.235174551	275.12229690904496	1711415296
20170304-DifficultPathPrograms/nested9.i_3.bpl	TRUE	7.254605753	3.833016628981568	213721088	TIMEOUT (ERROR (143))	300.694707307	276.40740094101056	1229230080	TIMEOUT (ERROR (143))	300.386089949	265.9877178099705	1742315520
